order_id,customer_id,store_id,order_date,channel,payment_method,order_status
O044742,C00807,ST002,2024-09-01,Physical Store,UPI,Completed
O044743,C03078,ST005,2025-12-01,Physical Store,UPI,Returned
O044744,C01426,ST003,2026-04-30,Physical Store,UPI,Completed
O044745,C02463,ST002,2025-09-17,Physical Store,UPI,Completed
O044746,C02527,ONLINE,2026-01-22,Online,UPI,Completed
O044747,C00224,ONLINE,2024-08-28,Online,UPI,Completed
O044748,C01902,ST005,2026-02-10,Physical Store,UPI,Completed
O044749,C02368,ONLINE,2024-08-29,Online,UPI,Completed
O044750,C03431,ST001,2025-12-17,Physical Store,Credit Card,Completed
O044751,C02537,ONLINE,2025-11-25,Online,UPI,Completed
O044752,C03570,ST001,2025-02-08,Physical Store,Net Banking,Completed
O044753,C04986,ONLINE,2024-12-15,Online,Net Banking,Completed
O044754,C01352,ST003,2025-07-18,Physical Store,UPI,Completed
O044755,C01157,ONLINE,2025-11-01,Online,UPI,Completed
O044756,C01435,ST001,2026-05-25,Physical Store,Credit Card,Completed
O044757,C04737,ONLINE,2026-02-03,Online,Debit Card,Completed
O044758,C04258,ST005,2026-03-24,Physical Store,UPI,Completed
O044759,C02683,ONLINE,2025-03-03,Online,UPI,Completed
O044760,C03678,ST005,2025-06-23,Physical Store,UPI,Completed
O044761,C04087,ONLINE,2026-01-27,Online,Credit Card,Returned
O044762,C01712,ONLINE,2025-10-25,Online,Credit Card,Completed
O044763,C03610,ONLINE,2026-01-31,Online,UPI,Completed
O044764,C03738,ONLINE,2024-11-23,Online,UPI,Completed
O044765,C04249,ONLINE,2026-05-30,Online,Credit Card,Completed
O044766,C04990,ONLINE,2026-03-08,Online,Net Banking,Completed
O044767,C02040,ST005,2026-01-26,Physical Store,Credit Card,Completed
O044768,C02473,ST003,2024-10-11,Physical Store,UPI,Completed
O044769,C01077,ST002,2026-06-01,Physical Store,UPI,Completed
O044770,C01696,ONLINE,2025-09-16,Online,Debit Card,Completed
O044771,C01763,ST001,2025-12-27,Physical Store,UPI,Cancelled
O044772,C00282,ST001,2026-07-13,Physical Store,UPI,Completed
O044773,C00214,ONLINE,2025-11-08,Online,UPI,Completed
O044774,C01161,ST002,2024-11-02,Physical Store,Credit Card,Completed
O044775,C02237,ST001,2025-02-22,Physical Store,UPI,Completed
O044776,C04123,ST004,2025-09-17,Physical Store,UPI,Completed
O044777,C04953,ST004,2025-03-08,Physical Store,UPI,Completed
O044778,C03245,ST002,2024-09-29,Physical Store,UPI,Completed
O044779,C00228,ST001,2026-03-24,Physical Store,UPI,Completed
O044780,C03083,ONLINE,2025-09-01,Online,Debit Card,Completed
O044781,C00327,ST002,2024-12-20,Physical Store,UPI,Cancelled
O044782,C01282,ST001,2026-03-13,Physical Store,UPI,Completed
O044783,C03787,ST004,2025-07-22,Physical Store,Debit Card,Completed
O044784,C04711,ONLINE,2026-01-11,Online,Credit Card,Completed
O044785,C02354,ONLINE,2025-08-01,Online,Net Banking,Completed
O044786,C02991,ST004,2026-07-15,Physical Store,Net Banking,Returned
O044787,C00124,ONLINE,2026-01-30,Online,UPI,Completed
O044788,C02504,ST004,2025-03-08,Physical Store,UPI,Completed
O044789,C00544,ST004,2025-07-12,Physical Store,UPI,Completed
O044790,C01751,ONLINE,2025-03-24,Online,Credit Card,Completed
O044791,C02134,ONLINE,2024-09-27,Online,Debit Card,Completed
O044792,C01611,ST004,2026-02-08,Physical Store,UPI,Cancelled
O044793,C03747,ST002,2026-04-13,Physical Store,UPI,Completed
O044794,C01625,ST002,2024-11-19,Physical Store,UPI,Completed
O044795,C01667,ST004,2024-11-05,Physical Store,UPI,Completed
O044796,C01171,ONLINE,2025-11-11,Online,Credit Card,Completed
O044797,C00131,ONLINE,2026-03-31,Online,Debit Card,Completed
O044798,C01139,ST003,2024-12-19,Physical Store,UPI,Completed
O044799,C04368,ONLINE,2026-03-28,Online,Credit Card,Completed
O044800,C03660,ONLINE,2025-05-11,Online,Credit Card,Completed
O044801,C00497,ONLINE,2025-06-04,Online,Credit Card,Completed
O044802,C03086,ST005,2025-11-05,Physical Store,Credit Card,Completed
O044803,C01189,ONLINE,2024-11-10,Online,Debit Card,Completed
O044804,C02882,ONLINE,2025-12-22,Online,Net Banking,Completed
O044805,C01603,ONLINE,2026-05-20,Online,UPI,Completed
O044806,C01692,ST004,2026-01-25,Physical Store,Credit Card,Completed
O044807,C04146,ONLINE,2024-11-04,Online,UPI,Completed
O044808,C04511,ST003,2024-09-01,Physical Store,UPI,Cancelled
O044809,C03990,ONLINE,2025-02-03,Online,UPI,Completed
O044810,C04733,ST003,2025-08-10,Physical Store,UPI,Completed
O044811,C02068,ST004,2026-03-08,Physical Store,Debit Card,Completed
O044812,C01381,ST003,2026-05-30,Physical Store,UPI,Completed
O044813,C03702,ONLINE,2025-06-23,Online,Debit Card,Cancelled
O044814,C00522,ONLINE,2026-02-17,Online,Credit Card,Completed
O044815,C02382,ST003,2025-01-21,Physical Store,Credit Card,Completed
O044816,C03480,ONLINE,2025-03-27,Online,Credit Card,Completed
O044817,C04817,ST002,2024-09-11,Physical Store,UPI,Completed
O044818,C01736,ST003,2026-07-12,Physical Store,UPI,Completed
O044819,C02036,ONLINE,2026-03-24,Online,UPI,Cancelled
O044820,C00926,ST003,2025-04-22,Physical Store,Wallet,Returned
O044821,C02809,ONLINE,2025-06-14,Online,Debit Card,Completed
O044822,C04186,ST004,2025-12-05,Physical Store,Debit Card,Completed
O044823,C03488,ST003,2026-02-09,Physical Store,UPI,Completed
O044824,C02614,ONLINE,2026-03-13,Online,UPI,Completed
O044825,C02890,ST003,2025-02-12,Physical Store,Credit Card,Completed
O044826,C00008,ONLINE,2025-01-04,Online,Credit Card,Completed
O044827,C04191,ONLINE,2025-08-30,Online,Credit Card,Completed
O044828,C03819,ONLINE,2024-10-18,Online,Debit Card,Completed
O044829,C01123,ONLINE,2025-01-12,Online,Credit Card,Completed
O044830,C01703,ONLINE,2024-09-18,Online,UPI,Completed
O044831,C04410,ST001,2024-09-18,Physical Store,Credit Card,Completed
O044832,C00439,ONLINE,2024-12-31,Online,Debit Card,Completed
O044833,C04728,ST005,2026-06-02,Physical Store,Credit Card,Completed
O044834,C00122,ST003,2025-11-09,Physical Store,Wallet,Completed
O044835,C02323,ONLINE,2025-06-22,Online,Credit Card,Completed
O044836,C02895,ST002,2024-09-15,Physical Store,Net Banking,Completed
O044837,C00422,ST004,2025-01-19,Physical Store,Credit Card,Completed
O044838,C01865,ST001,2025-09-03,Physical Store,Credit Card,Completed
O044839,C03884,ONLINE,2025-10-12,Online,UPI,Completed
O044840,C03606,ONLINE,2025-11-19,Online,UPI,Completed
O044841,C00071,ST002,2026-01-18,Physical Store,Credit Card,Completed
O044842,C00249,ONLINE,2025-07-30,Online,Wallet,Completed
O044843,C02190,ONLINE,2025-12-17,Online,Credit Card,Completed
O044844,C03207,ONLINE,2025-01-03,Online,Debit Card,Cancelled
O044845,C01490,ONLINE,2025-01-18,Online,Credit Card,Completed
O044846,C02838,ST002,2026-03-07,Physical Store,Credit Card,Completed
O044847,C01712,ONLINE,2026-07-29,Online,Net Banking,Completed
O044848,C00919,ONLINE,2026-03-16,Online,Credit Card,Completed
O044849,C02199,ONLINE,2025-07-28,Online,UPI,Completed
O044850,C00390,ST003,2025-09-30,Physical Store,Net Banking,Completed
O044851,C03298,ONLINE,2026-01-24,Online,Debit Card,Completed
O044852,C03406,ONLINE,2026-06-11,Online,Credit Card,Completed
O044853,C03481,ONLINE,2025-12-12,Online,UPI,Completed
O044854,C03138,ONLINE,2026-05-04,Online,UPI,Completed
O044855,C00794,ST002,2025-12-10,Physical Store,Net Banking,Completed
O044856,C04878,ST002,2024-12-09,Physical Store,UPI,Completed
O044857,C03010,ST001,2026-07-09,Physical Store,UPI,Completed
O044858,C02832,ONLINE,2025-07-23,Online,Debit Card,Completed
O044859,C00220,ONLINE,2025-12-01,Online,UPI,Completed
O044860,C03059,ST005,2025-05-20,Physical Store,UPI,Cancelled
O044861,C01796,ONLINE,2024-11-11,Online,Credit Card,Completed
O044862,C00293,ONLINE,2025-06-03,Online,Wallet,Completed
O044863,C03297,ONLINE,2025-03-09,Online,Net Banking,Completed
O044864,C03944,ONLINE,2025-04-14,Online,UPI,Completed
O044865,C00154,ONLINE,2025-07-23,Online,UPI,Completed
O044866,C00990,ST002,2024-09-04,Physical Store,UPI,Completed
O044867,C00444,ONLINE,2025-01-28,Online,Credit Card,Completed
O044868,C02741,ONLINE,2025-03-27,Online,UPI,Completed
O044869,C04310,ONLINE,2026-01-13,Online,Credit Card,Completed
O044870,C03179,ST002,2025-01-07,Physical Store,Debit Card,Completed
O044871,C03939,ONLINE,2026-01-18,Online,Credit Card,Completed
O044872,C01504,ONLINE,2026-07-20,Online,Debit Card,Completed
O044873,C02954,ST002,2025-06-17,Physical Store,Debit Card,Completed
O044874,C04806,ST003,2025-08-03,Physical Store,UPI,Completed
O044875,C04634,ST003,2024-08-27,Physical Store,UPI,Completed
O044876,C01860,ST004,2025-07-30,Physical Store,Net Banking,Cancelled
O044877,C04039,ST005,2024-11-07,Physical Store,Wallet,Completed
O044878,C03481,ONLINE,2025-12-23,Online,Wallet,Completed
O044879,C00571,ST001,2026-01-13,Physical Store,UPI,Completed
O044880,C03989,ONLINE,2024-12-18,Online,Credit Card,Returned
O044881,C00704,ST005,2025-05-02,Physical Store,Credit Card,Completed
O044882,C00234,ONLINE,2026-05-22,Online,Credit Card,Completed
O044883,C02171,ST001,2026-03-19,Physical Store,UPI,Completed
O044884,C04588,ONLINE,2025-02-06,Online,Credit Card,Completed
O044885,C01445,ONLINE,2024-11-11,Online,Net Banking,Completed
O044886,C01340,ONLINE,2026-04-01,Online,UPI,Completed
O044887,C00184,ONLINE,2026-02-23,Online,UPI,Completed
O044888,C00223,ONLINE,2025-08-21,Online,UPI,Completed
O044889,C02703,ONLINE,2025-08-15,Online,UPI,Completed
O044890,C04886,ONLINE,2024-11-16,Online,Credit Card,Completed
O044891,C02622,ONLINE,2026-05-24,Online,UPI,Completed
O044892,C04504,ST005,2026-02-05,Physical Store,Credit Card,Completed
O044893,C00623,ONLINE,2026-03-26,Online,Credit Card,Completed
O044894,C03330,ST005,2026-01-13,Physical Store,Credit Card,Completed
O044895,C03274,ST004,2025-10-04,Physical Store,UPI,Cancelled
O044896,C02419,ST002,2025-05-31,Physical Store,UPI,Completed
O044897,C01885,ONLINE,2026-06-12,Online,UPI,Completed
O044898,C02445,ONLINE,2026-06-20,Online,UPI,Completed
O044899,C03326,ST004,2026-04-05,Physical Store,Net Banking,Completed
O044900,C00599,ST001,2024-09-04,Physical Store,Credit Card,Returned
O044901,C02201,ONLINE,2026-06-03,Online,Credit Card,Completed
O044902,C00459,ST004,2025-12-09,Physical Store,UPI,Completed
O044903,C04420,ONLINE,2025-12-06,Online,UPI,Completed
O044904,C01773,ONLINE,2026-07-29,Online,UPI,Completed
O044905,C03799,ST005,2024-12-31,Physical Store,UPI,Completed
O044906,C04355,ST001,2025-07-01,Physical Store,Credit Card,Completed
O044907,C04632,ONLINE,2026-01-23,Online,Wallet,Completed
O044908,C00453,ST003,2026-02-13,Physical Store,UPI,Completed
O044909,C00449,ONLINE,2026-08-05,Online,UPI,Completed
O044910,C00003,ONLINE,2026-06-13,Online,UPI,Completed
O044911,C01155,ONLINE,2025-10-02,Online,Net Banking,Completed
O044912,C01313,ST002,2025-10-12,Physical Store,Credit Card,Completed
O044913,C03474,ST003,2026-04-30,Physical Store,Credit Card,Returned
O044914,C01058,ONLINE,2026-02-18,Online,Net Banking,Completed
O044915,C03589,ONLINE,2024-12-22,Online,UPI,Cancelled
O044916,C02093,ST005,2024-11-13,Physical Store,Net Banking,Completed
O044917,C00318,ONLINE,2026-07-03,Online,Wallet,Completed
O044918,C03100,ONLINE,2024-09-29,Online,UPI,Completed
O044919,C01283,ST001,2025-09-11,Physical Store,Debit Card,Completed
O044920,C03300,ONLINE,2025-04-03,Online,Wallet,Completed
O044921,C04735,ONLINE,2026-07-02,Online,Debit Card,Completed
O044922,C00645,ST004,2025-06-21,Physical Store,Debit Card,Completed
O044923,C01650,ST004,2026-04-09,Physical Store,Credit Card,Completed
O044924,C04427,ONLINE,2025-04-25,Online,Credit Card,Completed
O044925,C01409,ONLINE,2026-01-29,Online,Credit Card,Completed
O044926,C03516,ONLINE,2025-08-05,Online,Debit Card,Completed
O044927,C04732,ONLINE,2024-11-13,Online,Credit Card,Completed
O044928,C02752,ST005,2025-06-16,Physical Store,Debit Card,Completed
O044929,C00225,ONLINE,2025-03-12,Online,Credit Card,Completed
O044930,C03696,ST003,2025-11-04,Physical Store,UPI,Completed
O044931,C04790,ONLINE,2025-09-21,Online,UPI,Completed
O044932,C01700,ONLINE,2025-02-02,Online,Debit Card,Completed
O044933,C04551,ST003,2026-03-27,Physical Store,Debit Card,Completed
O044934,C04748,ST003,2024-12-26,Physical Store,Wallet,Completed
O044935,C00906,ONLINE,2025-09-28,Online,Debit Card,Completed
O044936,C04272,ONLINE,2024-08-23,Online,Credit Card,Completed
O044937,C04454,ST005,2025-06-04,Physical Store,UPI,Completed
O044938,C02155,ONLINE,2024-10-31,Online,Credit Card,Completed
O044939,C02355,ONLINE,2025-12-13,Online,Credit Card,Completed
O044940,C04404,ST004,2025-02-06,Physical Store,Credit Card,Completed
O044941,C02583,ONLINE,2024-11-10,Online,Net Banking,Completed
O044942,C04753,ST005,2026-02-06,Physical Store,UPI,Completed
O044943,C01999,ONLINE,2025-11-18,Online,Credit Card,Completed
O044944,C00565,ST003,2025-01-13,Physical Store,UPI,Completed
O044945,C04428,ST003,2026-01-20,Physical Store,Credit Card,Completed
O044946,C00791,ONLINE,2024-12-15,Online,UPI,Completed
O044947,C01338,ST004,2026-07-15,Physical Store,UPI,Completed
O044948,C04256,ST004,2026-04-30,Physical Store,UPI,Cancelled
O044949,C04708,ST002,2026-07-16,Physical Store,UPI,Completed
O044950,C02574,ST003,2025-04-23,Physical Store,Debit Card,Completed
O044951,C01673,ONLINE,2024-11-19,Online,UPI,Completed
O044952,C00208,ST005,2025-12-28,Physical Store,UPI,Completed
O044953,C00459,ST004,2025-03-09,Physical Store,Credit Card,Completed
O044954,C03962,ONLINE,2024-09-19,Online,UPI,Completed
O044955,C00119,ONLINE,2025-10-29,Online,UPI,Completed
O044956,C04688,ST005,2026-01-14,Physical Store,Credit Card,Cancelled
O044957,C04059,ST004,2026-04-27,Physical Store,Credit Card,Completed
O044958,C03451,ST004,2025-03-31,Physical Store,Debit Card,Completed
O044959,C04600,ONLINE,2026-04-03,Online,UPI,Completed
O044960,C00258,ST004,2024-10-20,Physical Store,UPI,Completed
O044961,C04481,ONLINE,2026-01-21,Online,Net Banking,Completed
O044962,C02962,ONLINE,2024-12-09,Online,Credit Card,Completed
O044963,C01780,ST003,2026-06-16,Physical Store,Credit Card,Completed
O044964,C01626,ONLINE,2024-09-15,Online,UPI,Returned
O044965,C00206,ST005,2025-03-16,Physical Store,UPI,Completed
O044966,C03180,ONLINE,2026-03-15,Online,UPI,Completed
O044967,C03661,ONLINE,2025-08-29,Online,UPI,Completed
O044968,C01500,ST004,2025-02-01,Physical Store,Credit Card,Completed
O044969,C00085,ST003,2025-09-26,Physical Store,Credit Card,Completed
O044970,C03964,ONLINE,2024-11-13,Online,Debit Card,Completed
O044971,C01317,ONLINE,2026-01-03,Online,Wallet,Completed
O044972,C04397,ONLINE,2025-06-23,Online,Credit Card,Completed
O044973,C04616,ST004,2026-08-14,Physical Store,Credit Card,Completed
O044974,C03640,ST005,2025-08-25,Physical Store,UPI,Completed
O044975,C02146,ST001,2025-12-25,Physical Store,Credit Card,Completed
O044976,C02782,ST002,2025-05-26,Physical Store,Credit Card,Completed
O044977,C02706,ST004,2026-04-22,Physical Store,UPI,Completed
O044978,C02541,ONLINE,2026-01-10,Online,UPI,Completed
O044979,C04508,ST003,2026-02-11,Physical Store,Debit Card,Completed
O044980,C00348,ST002,2025-05-25,Physical Store,Wallet,Completed
O044981,C04045,ST003,2025-03-31,Physical Store,Credit Card,Cancelled
O044982,C02493,ONLINE,2026-01-23,Online,Wallet,Completed
O044983,C04083,ST004,2025-07-09,Physical Store,Debit Card,Cancelled
O044984,C04178,ONLINE,2025-02-08,Online,UPI,Completed
O044985,C01125,ST003,2025-07-17,Physical Store,UPI,Completed
O044986,C04543,ONLINE,2025-03-06,Online,Debit Card,Completed
O044987,C04132,ST005,2024-12-12,Physical Store,Net Banking,Completed
O044988,C01760,ST001,2025-11-13,Physical Store,UPI,Completed
O044989,C00426,ONLINE,2025-06-29,Online,UPI,Completed
O044990,C03144,ONLINE,2025-05-26,Online,Net Banking,Completed
O044991,C02148,ONLINE,2026-04-01,Online,Credit Card,Completed
O044992,C04800,ONLINE,2025-08-21,Online,UPI,Completed
O044993,C03493,ONLINE,2025-11-03,Online,UPI,Completed
O044994,C01019,ONLINE,2024-12-24,Online,Net Banking,Completed
O044995,C02290,ST003,2025-08-19,Physical Store,UPI,Completed
O044996,C00894,ONLINE,2026-04-27,Online,Credit Card,Completed
O044997,C03623,ONLINE,2025-06-08,Online,UPI,Completed
O044998,C04505,ONLINE,2025-01-27,Online,UPI,Completed
O044999,C00243,ST005,2026-06-19,Physical Store,UPI,Completed
O045000,C00120,ONLINE,2024-11-01,Online,Credit Card,Completed
O045001,C02340,ST003,2025-03-23,Physical Store,UPI,Completed
O045002,C02149,ONLINE,2026-06-27,Online,UPI,Cancelled
O045003,C01973,ONLINE,2025-01-27,Online,UPI,Completed
O045004,C03284,ST003,2026-05-30,Physical Store,UPI,Completed
O045005,C03508,ONLINE,2024-08-28,Online,Credit Card,Cancelled
O045006,C02776,ONLINE,2025-02-14,Online,UPI,Completed
O045007,C01551,ONLINE,2025-11-21,Online,Credit Card,Completed
O045008,C02459,ONLINE,2025-02-19,Online,Debit Card,Completed
O045009,C02434,ONLINE,2025-02-19,Online,UPI,Completed
O045010,C02602,ONLINE,2025-10-10,Online,Debit Card,Completed
O045011,C01664,ONLINE,2026-04-22,Online,UPI,Returned
O045012,C03469,ONLINE,2025-02-21,Online,Debit Card,Completed
O045013,C03494,ONLINE,2026-05-06,Online,Credit Card,Completed
O045014,C00895,ONLINE,2025-01-13,Online,UPI,Completed
O045015,C03860,ST002,2025-01-20,Physical Store,Wallet,Completed
O045016,C02416,ST002,2025-09-14,Physical Store,UPI,Returned
O045017,C03349,ST005,2024-09-16,Physical Store,UPI,Completed
O045018,C03685,ONLINE,2025-03-19,Online,UPI,Completed
O045019,C03811,ONLINE,2025-02-20,Online,Credit Card,Completed
O045020,C04982,ST001,2026-04-08,Physical Store,UPI,Completed
O045021,C01900,ST002,2026-05-14,Physical Store,UPI,Completed
O045022,C04410,ST004,2026-04-03,Physical Store,UPI,Returned
O045023,C03116,ST004,2024-12-02,Physical Store,UPI,Completed
O045024,C02597,ONLINE,2024-10-11,Online,UPI,Cancelled
O045025,C01886,ONLINE,2026-04-24,Online,UPI,Completed
O045026,C01382,ST005,2025-12-05,Physical Store,UPI,Completed
O045027,C02280,ONLINE,2026-06-06,Online,UPI,Completed
O045028,C01810,ONLINE,2025-08-12,Online,UPI,Completed
O045029,C04348,ONLINE,2025-06-30,Online,Debit Card,Completed
O045030,C01938,ST001,2025-06-12,Physical Store,UPI,Completed
O045031,C00771,ONLINE,2026-03-16,Online,UPI,Completed
O045032,C00963,ONLINE,2026-06-14,Online,Credit Card,Completed
O045033,C03326,ONLINE,2026-05-14,Online,Debit Card,Completed
O045034,C00207,ST005,2025-05-08,Physical Store,UPI,Completed
O045035,C02992,ST003,2025-05-12,Physical Store,Credit Card,Completed
O045036,C00273,ST003,2025-12-31,Physical Store,Wallet,Completed
O045037,C02512,ONLINE,2026-04-01,Online,Debit Card,Cancelled
O045038,C03296,ONLINE,2025-08-12,Online,UPI,Completed
O045039,C04395,ONLINE,2026-08-10,Online,Credit Card,Completed
O045040,C01392,ST003,2025-12-13,Physical Store,Net Banking,Completed
O045041,C03893,ST005,2025-04-23,Physical Store,UPI,Completed
O045042,C00184,ONLINE,2026-06-17,Online,UPI,Completed
O045043,C01345,ST003,2025-04-03,Physical Store,Credit Card,Completed
O045044,C01701,ONLINE,2025-03-10,Online,Wallet,Completed
O045045,C00392,ST003,2025-09-25,Physical Store,UPI,Completed
O045046,C01287,ONLINE,2026-04-14,Online,Credit Card,Completed
O045047,C00022,ONLINE,2024-10-12,Online,Credit Card,Returned
O045048,C00280,ST003,2026-03-22,Physical Store,UPI,Completed
O045049,C00281,ONLINE,2026-05-24,Online,Wallet,Completed
O045050,C02785,ST002,2024-11-22,Physical Store,Debit Card,Completed
O045051,C01503,ONLINE,2025-06-25,Online,Wallet,Completed
O045052,C03104,ONLINE,2025-08-07,Online,Debit Card,Completed
O045053,C00002,ST003,2025-06-16,Physical Store,UPI,Completed
O045054,C04657,ONLINE,2026-01-11,Online,UPI,Completed
O045055,C03343,ST004,2026-06-02,Physical Store,Debit Card,Cancelled
O045056,C01733,ONLINE,2025-10-26,Online,Debit Card,Completed
O045057,C04142,ST003,2025-01-04,Physical Store,UPI,Completed
O045058,C00592,ST001,2025-11-27,Physical Store,Debit Card,Completed
O045059,C00468,ST005,2026-05-18,Physical Store,UPI,Completed
O045060,C01772,ST003,2026-08-05,Physical Store,UPI,Completed
O045061,C01041,ONLINE,2025-05-15,Online,UPI,Completed
O045062,C04308,ST004,2026-07-28,Physical Store,UPI,Completed
O045063,C04059,ONLINE,2026-02-03,Online,Net Banking,Completed
O045064,C04909,ST002,2025-11-04,Physical Store,Credit Card,Completed
O045065,C01138,ONLINE,2024-10-13,Online,UPI,Cancelled
O045066,C02349,ST002,2025-03-22,Physical Store,UPI,Completed
O045067,C02918,ONLINE,2025-09-21,Online,Credit Card,Completed
O045068,C00484,ONLINE,2026-04-19,Online,UPI,Completed
O045069,C00294,ONLINE,2025-07-31,Online,Credit Card,Cancelled
O045070,C00417,ONLINE,2024-11-06,Online,Credit Card,Completed
O045071,C04664,ST001,2026-06-26,Physical Store,Credit Card,Completed
O045072,C02674,ST003,2025-06-04,Physical Store,UPI,Completed
O045073,C00088,ONLINE,2025-01-01,Online,Debit Card,Completed
O045074,C02224,ST003,2026-04-07,Physical Store,UPI,Completed
O045075,C02488,ST005,2025-12-18,Physical Store,Debit Card,Completed
O045076,C03190,ONLINE,2024-10-07,Online,UPI,Completed
O045077,C00505,ONLINE,2025-09-15,Online,Debit Card,Returned
O045078,C03079,ST004,2026-07-08,Physical Store,UPI,Completed
O045079,C03866,ST003,2024-10-07,Physical Store,UPI,Completed
O045080,C02586,ST005,2025-04-15,Physical Store,UPI,Completed
O045081,C00778,ONLINE,2025-06-13,Online,UPI,Completed
O045082,C00375,ONLINE,2026-04-15,Online,UPI,Completed
O045083,C04022,ONLINE,2025-11-06,Online,UPI,Completed
O045084,C01222,ST005,2025-05-22,Physical Store,UPI,Cancelled
O045085,C01054,ONLINE,2026-05-02,Online,Credit Card,Completed
O045086,C01035,ONLINE,2025-06-23,Online,UPI,Completed
O045087,C04659,ST005,2024-10-07,Physical Store,UPI,Completed
O045088,C00023,ST001,2025-12-11,Physical Store,Debit Card,Completed
O045089,C00078,ONLINE,2026-03-20,Online,Debit Card,Completed
O045090,C00098,ONLINE,2025-12-26,Online,UPI,Completed
O045091,C00375,ONLINE,2025-08-01,Online,Debit Card,Completed
O045092,C01214,ONLINE,2025-04-12,Online,Credit Card,Completed
O045093,C02081,ONLINE,2025-07-10,Online,Wallet,Completed
O045094,C03064,ONLINE,2026-02-16,Online,Credit Card,Completed
O045095,C01102,ST001,2025-08-26,Physical Store,UPI,Completed
O045096,C00372,ONLINE,2025-05-30,Online,Credit Card,Completed
O045097,C02974,ONLINE,2024-09-27,Online,UPI,Completed
O045098,C03927,ST003,2026-06-07,Physical Store,UPI,Completed
O045099,C02639,ONLINE,2026-07-28,Online,Debit Card,Completed
O045100,C03929,ST005,2024-10-07,Physical Store,Credit Card,Completed
O045101,C00403,ONLINE,2026-04-16,Online,UPI,Completed
O045102,C04399,ST002,2026-06-24,Physical Store,Debit Card,Completed
O045103,C03535,ST002,2025-02-22,Physical Store,Debit Card,Completed
O045104,C02895,ONLINE,2025-07-07,Online,Debit Card,Completed
O045105,C04047,ST002,2025-01-17,Physical Store,UPI,Cancelled
O045106,C00452,ONLINE,2026-08-05,Online,UPI,Completed
O045107,C04168,ST002,2026-05-11,Physical Store,UPI,Completed
O045108,C03668,ST002,2025-12-07,Physical Store,Net Banking,Completed
O045109,C00680,ONLINE,2025-10-10,Online,Credit Card,Completed
O045110,C03075,ONLINE,2026-05-24,Online,UPI,Completed
O045111,C03083,ST003,2024-12-04,Physical Store,Debit Card,Completed
O045112,C00850,ONLINE,2025-03-17,Online,UPI,Completed
O045113,C01134,ONLINE,2024-12-21,Online,Credit Card,Completed
O045114,C01589,ONLINE,2025-01-18,Online,Net Banking,Completed
O045115,C01093,ST002,2025-08-22,Physical Store,Wallet,Completed
O045116,C02296,ST004,2026-05-09,Physical Store,Debit Card,Completed
O045117,C00688,ONLINE,2024-11-14,Online,Wallet,Completed
O045118,C01540,ONLINE,2024-09-22,Online,Net Banking,Completed
O045119,C00442,ONLINE,2026-06-25,Online,UPI,Cancelled
O045120,C03958,ST005,2025-03-22,Physical Store,UPI,Completed
O045121,C04125,ONLINE,2024-12-17,Online,Credit Card,Completed
O045122,C02552,ONLINE,2025-02-21,Online,Credit Card,Cancelled
O045123,C00151,ONLINE,2025-07-06,Online,UPI,Completed
O045124,C01939,ST001,2024-08-18,Physical Store,UPI,Completed
O045125,C01822,ST005,2025-08-20,Physical Store,UPI,Completed
O045126,C01276,ST002,2026-03-18,Physical Store,Debit Card,Completed
O045127,C01161,ST002,2025-06-01,Physical Store,UPI,Completed
O045128,C02029,ST005,2026-01-10,Physical Store,UPI,Completed
O045129,C02352,ONLINE,2025-08-10,Online,Credit Card,Completed
O045130,C02580,ST004,2025-01-13,Physical Store,Credit Card,Completed
O045131,C02884,ONLINE,2024-08-25,Online,Debit Card,Cancelled
O045132,C04944,ST003,2025-03-08,Physical Store,Credit Card,Completed
O045133,C00970,ONLINE,2025-09-05,Online,UPI,Completed
O045134,C02771,ONLINE,2026-03-02,Online,Debit Card,Completed
O045135,C02835,ONLINE,2026-02-28,Online,UPI,Completed
O045136,C02904,ST005,2025-04-16,Physical Store,Net Banking,Completed
O045137,C02596,ST005,2024-11-03,Physical Store,UPI,Completed
O045138,C01083,ONLINE,2025-06-10,Online,Credit Card,Completed
O045139,C00556,ST004,2026-01-26,Physical Store,UPI,Cancelled
O045140,C00944,ST004,2026-07-14,Physical Store,Credit Card,Completed
O045141,C02969,ST001,2026-05-21,Physical Store,Net Banking,Cancelled
O045142,C02525,ST002,2024-10-23,Physical Store,UPI,Completed
O045143,C01994,ONLINE,2025-08-20,Online,Debit Card,Completed
O045144,C03641,ONLINE,2025-11-25,Online,UPI,Completed
O045145,C03545,ST003,2025-02-18,Physical Store,UPI,Completed
O045146,C04437,ONLINE,2024-09-25,Online,UPI,Completed
O045147,C00684,ST005,2025-07-22,Physical Store,Credit Card,Completed
O045148,C00188,ONLINE,2026-08-16,Online,Wallet,Completed
O045149,C04259,ST003,2025-04-07,Physical Store,UPI,Completed
O045150,C02360,ST003,2026-03-19,Physical Store,Wallet,Completed
O045151,C02038,ST001,2026-03-05,Physical Store,Credit Card,Completed
O045152,C04750,ONLINE,2025-11-07,Online,Wallet,Completed
O045153,C01519,ONLINE,2025-02-25,Online,UPI,Completed
O045154,C00961,ONLINE,2025-10-17,Online,UPI,Completed
O045155,C03825,ST005,2026-04-27,Physical Store,Credit Card,Completed
O045156,C01219,ONLINE,2026-04-15,Online,Debit Card,Completed
